프로젝트,모블록번호,블록번호,stage,기능,a2,모듈,취부장_total,취부장_butt,취부장_fillet,용접장_total,용접장_butt,용접장_fillet,작업량,작업량_단위,심출_계량,취부_계량,용접_계량,사상_계량,기타_계량,total_계량,심출_기준,취부_기준,용접_기준,사상_기준,기타_기준,total_기준,원본파일명
SN5506,R35BR,R352F,40,D,HR352FSF0400,QZFAEGD,355.5,208.4,147.1,743.3,334.7,408.6,83,EA,11.88,23.76,58.32,10.8,3.24,108,10.1,20.2,49.57,9.18,2.75,91.8,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R352F,40,D,HR352FSF0400,NZVDJ,486.7,238.1,248.6,446.8,163.8,283.0,94,TON,79.86,159.72,392.04,72.6,21.78,726,67.88,135.76,333.23,61.71,18.51,617.09,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,30,D,HR355BSF0300,WYZSBD,529.3,94.1,435.2,513.4,230.8,282.6,22,LOT,104.28,208.56,511.92,94.8,28.44,948,88.64,177.28,435.13,80.58,24.17,805.8,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,30,D,HR355BSF0300,UNDDK,410.3,104.2,306.1,584.4,420.5,163.9,39,LOT,37.07,74.14,181.98,33.7,10.11,337,31.51,63.02,154.68,28.65,8.59,286.45,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,30,D,HR355BSF0300,QZFAEGD,829.5,382.1,447.4,300.1,93.7,206.4,94,TON,101.09,202.18,496.26,91.9,27.57,919,85.93,171.85,421.82,78.12,23.43,781.15,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,30,D,HR355BSF0300,MXZYG,431.7,149.8,281.9,551.5,417.8,133.7,67,TON,79.75,159.5,391.5,72.5,21.75,725,67.79,135.57,332.77,61.62,18.49,616.24,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,30,D,HR355BSF0300,NZVDJ,736.6,431.9,304.7,741.2,394.9,346.3,78,LOT,63.03,126.06,309.42,57.3,17.19,573,53.58,107.15,263.01,48.7,14.61,487.05,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,40,D,HR355BSF0400,NZVDJ,667.6,418.8,248.8,661.2,216.7,444.5,10,LOT,73.15,146.3,359.1,66.5,19.95,665,62.18,124.36,305.24,56.52,16.96,565.26,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,40,D,HR355BSF0400,WYZSBD,414.6,240.8,173.8,825.9,379.5,446.4,5,LOT,87.23,174.46,428.22,79.3,23.79,793,74.15,148.29,363.99,67.41,20.22,674.06,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,40,D,HR355BSF0400,UNDDK,713.8,386.4,327.4,299.8,72.7,227.1,13,LOT,86.46,172.92,424.44,78.6,23.58,786,73.49,146.98,360.77,66.81,20.04,668.09,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,40,D,HR355BSF0400,QZFAEGD,441.5,236.3,205.2,726.5,402.1,324.4,25,TON,107.8,215.6,529.2,98.0,29.4,980,91.63,183.26,449.82,83.3,24.99,833.0,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355B,40,D,HR355BSF0400,WMFYBGG,619.8,313.0,306.8,304.1,51.0,253.1,50,M,35.53,71.06,174.42,32.3,9.69,323,30.2,60.4,148.26,27.45,8.24,274.55,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,30,D,HR355FSF0300,MXZYG,467.2,55.5,411.7,498.6,213.5,285.1,17,TON,49.28,98.56,241.92,44.8,13.44,448,41.89,83.78,205.63,38.08,11.42,380.8,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,30,D,HR355FSF0300,QZFAEGD,390.1,322.8,67.3,209.7,124.9,84.8,88,LOT,26.51,53.02,130.14,24.1,7.23,241,22.53,45.07,110.62,20.48,6.15,204.85,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,30,D,HR355FSF0300,WYZSBD,289.4,176.0,113.4,472.9,145.2,327.7,43,EA,90.97,181.94,446.58,82.7,24.81,827,77.32,154.65,379.59,70.3,21.09,702.95,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,30,D,HR355FSF0300,NZVDJ,394.1,163.9,230.2,481.0,155.0,326.0,18,M,32.12,64.24,157.68,29.2,8.76,292,27.3,54.6,134.03,24.82,7.45,248.2,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,40,D,HR355FSF0400,WYZSBD,533.7,166.8,366.9,245.3,181.9,63.4,91,TON,38.28,76.56,187.92,34.8,10.44,348,32.54,65.08,159.73,29.58,8.87,295.8,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,40,D,HR355FSF0400,UNDDK,363.5,175.6,187.9,676.1,230.6,445.5,5,EA,27.72,55.44,136.08,25.2,7.56,252,23.56,47.12,115.67,21.42,6.43,214.2,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,40,D,HR355FSF0400,NZVDJ,452.5,214.4,238.1,296.7,79.5,217.2,34,TON,45.76,91.52,224.64,41.6,12.48,416,38.9,77.79,190.94,35.36,10.61,353.6,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R355F,40,D,HR355FSF0400,WMFYBGG,645.1,275.4,369.7,464.2,369.7,94.5,14,M,28.93,57.86,142.02,26.3,7.89,263,24.59,49.18,120.72,22.36,6.71,223.56,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,50,D,HR35BRSF0500,NZVDJ,405.0,180.0,225.0,624.6,212.1,412.5,20,M,29.92,59.84,146.88,27.2,8.16,272,25.43,50.86,124.85,23.12,6.94,231.2,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,50,D,HR35BRSF0500,WMFYBGG,615.4,312.5,302.9,364.3,195.9,168.4,72,TON,58.19,116.38,285.66,52.9,15.87,529,49.46,98.92,242.81,44.96,13.49,449.64,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,50,D,HR35BRSF0500,MXZYG,201.0,149.3,51.7,350.6,152.7,197.9,44,TON,102.3,204.6,502.2,93.0,27.9,930,86.95,173.91,426.87,79.05,23.71,790.49,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,50,D,HR35BRSF0500,UNDDK,508.2,70.4,437.8,318.0,134.9,183.1,64,LOT,11.66,23.32,57.24,10.6,3.18,106,9.91,19.82,48.65,9.01,2.7,90.09,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,50,D,HR35BRSF0500,QZFAEGD,510.5,244.9,265.6,545.4,370.8,174.6,28,M,100.32,200.64,492.48,91.2,27.36,912,85.27,170.54,418.61,77.52,23.26,775.2,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,50,D,HR35BRSF0500,WYZSBD,553.8,308.5,245.3,519.8,393.1,126.7,77,EA,92.4,184.8,453.6,84.0,25.2,840,78.54,157.08,385.56,71.4,21.42,714.0,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,60,D,HR35BRSF0600,QZFAEGD,707.6,327.7,379.9,410.9,210.1,200.8,19,LOT,85.36,170.72,419.04,77.6,23.28,776,72.56,145.11,356.18,65.96,19.79,659.6,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,60,D,HR35BRSF0600,UNDDK,681.0,405.9,275.1,447.8,123.5,324.3,8,LOT,27.83,55.66,136.62,25.3,7.59,253,23.66,47.31,116.13,21.5,6.45,215.05,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,60,D,HR35BRSF0600,WMFYBGG,384.7,199.8,184.9,151.0,59.3,91.7,78,EA,98.01,196.02,481.14,89.1,26.73,891,83.31,166.62,408.97,75.73,22.72,757.35,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,60,D,HR35BRSF0600,NZVDJ,648.1,222.7,425.4,652.0,234.9,417.1,44,EA,18.48,36.96,90.72,16.8,5.04,168,15.71,31.42,77.11,14.28,4.28,142.8,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,60,D,HR35BRSF0600,WYZSBD,191.4,119.1,72.3,417.1,283.6,133.5,79,EA,45.76,91.52,224.64,41.6,12.48,416,38.9,77.79,190.94,35.36,10.61,353.6,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,70,D,HR35BRSF0700,UNDDK,544.2,203.0,341.2,398.0,270.5,127.5,97,M,37.73,75.46,185.22,34.3,10.29,343,32.07,64.14,157.44,29.15,8.75,291.55,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,70,D,HR35BRSF0700,NZVDJ,589.4,285.3,304.1,731.9,385.6,346.3,74,LOT,28.71,57.42,140.94,26.1,7.83,261,24.4,48.81,119.8,22.19,6.66,221.86,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,70,D,HR35BRSF0700,QZFAEGD,657.1,363.3,293.8,485.0,95.0,390.0,4,LOT,36.19,72.38,177.66,32.9,9.87,329,30.76,61.52,151.01,27.96,8.39,279.64,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,70,D,HR35BRSF0700,WMFYBGG,203.3,84.0,119.3,613.6,217.2,396.4,17,M,73.92,147.84,362.88,67.2,20.16,672,62.83,125.66,308.45,57.12,17.14,571.2,SN5506_R35BR_dummy.xlsx
SN5506,R35BR,R35BR,70,D,HR35BRSF0700,WYZSBD,565.3,254.4,310.9,389.7,227.8,161.9,100,EA,62.04,124.08,304.56,56.4,16.92,564,52.73,105.47,258.88,47.94,14.38,479.4,SN5506_R35BR_dummy.xlsx
SN7912,I63TN,I632O,30,D,HI632OSF0300,LSGVIJ,284.1,209.6,74.5,544.6,289.5,255.1,52,EA,27.5,55.0,135.0,25.0,7.5,250,19.25,38.5,94.5,17.5,5.25,175.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,30,D,HI632OSF0300,MAOVVQ,685.4,333.0,352.4,377.9,152.9,225.0,44,M,11.11,22.22,54.54,10.1,3.03,101,7.78,15.55,38.18,7.07,2.12,70.7,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,30,D,HI632OSF0300,XYBFE,476.1,396.3,79.8,476.1,256.4,219.7,50,LOT,48.62,97.24,238.68,44.2,13.26,442,34.03,68.07,167.08,30.94,9.28,309.4,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,30,D,HI632OSF0300,NSTYZEZ,321.3,267.1,54.2,456.5,130.5,326.0,52,LOT,83.16,166.32,408.24,75.6,22.68,756,58.21,116.42,285.77,52.92,15.88,529.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,30,D,HI632OSF0300,BHKKNIT,411.0,172.2,238.8,783.2,398.0,385.2,9,M,82.61,165.22,405.54,75.1,22.53,751,57.83,115.65,283.88,52.57,15.77,525.7,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,40,D,HI632OSF0400,LSGVIJ,427.3,103.4,323.9,344.5,145.3,199.2,35,EA,88.22,176.44,433.08,80.2,24.06,802,61.75,123.51,303.16,56.14,16.84,561.4,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,40,D,HI632OSF0400,NSTYZEZ,752.1,385.4,366.7,375.5,83.9,291.6,72,TON,80.41,160.82,394.74,73.1,21.93,731,56.29,112.57,276.32,51.17,15.35,511.7,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,40,D,HI632OSF0400,XYBFE,531.4,272.5,258.9,382.1,51.1,331.0,1,LOT,64.02,128.04,314.28,58.2,17.46,582,44.81,89.63,220.0,40.74,12.22,407.4,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,40,D,HI632OSF0400,BHKKNIT,653.8,244.4,409.4,262.6,196.8,65.8,84,EA,63.58,127.16,312.12,57.8,17.34,578,44.51,89.01,218.48,40.46,12.14,404.6,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I632O,40,D,HI632OSF0400,MAOVVQ,411.7,339.8,71.9,454.1,380.8,73.3,29,LOT,36.41,72.82,178.74,33.1,9.93,331,25.49,50.97,125.12,23.17,6.95,231.7,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,30,D,HI636MSF0300,LSGVIJ,341.9,231.2,110.7,629.7,414.8,214.9,7,TON,86.35,172.7,423.9,78.5,23.55,785,60.44,120.89,296.73,54.95,16.48,549.49,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,30,D,HI636MSF0300,BHKKNIT,526.4,439.8,86.6,698.8,420.5,278.3,7,LOT,11.0,22.0,54.0,10.0,3.0,100,7.7,15.4,37.8,7.0,2.1,70.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,30,D,HI636MSF0300,MAOVVQ,162.9,70.4,92.5,466.9,272.1,194.8,23,EA,92.73,185.46,455.22,84.3,25.29,843,64.91,129.82,318.65,59.01,17.7,590.09,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,30,D,HI636MSF0300,NSTYZEZ,308.3,198.9,109.4,592.1,316.0,276.1,88,M,29.37,58.74,144.18,26.7,8.01,267,20.56,41.12,100.93,18.69,5.61,186.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,30,D,HI636MSF0300,XYBFE,628.4,331.3,297.1,117.9,63.1,54.8,23,LOT,86.9,173.8,426.6,79.0,23.7,790,60.83,121.66,298.62,55.3,16.59,553.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,40,D,HI636MSF0400,LSGVIJ,703.3,306.0,397.3,506.9,218.9,288.0,58,TON,95.26,190.52,467.64,86.6,25.98,866,66.68,133.36,327.35,60.62,18.19,606.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,40,D,HI636MSF0400,MAOVVQ,505.8,151.8,354.0,392.0,188.6,203.4,88,TON,87.34,174.68,428.76,79.4,23.82,794,61.14,122.28,300.13,55.58,16.67,555.8,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,40,D,HI636MSF0400,NSTYZEZ,433.9,317.6,116.3,374.3,162.5,211.8,45,M,23.65,47.3,116.1,21.5,6.45,215,16.55,33.11,81.27,15.05,4.51,150.49,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,40,D,HI636MSF0400,BHKKNIT,292.0,226.3,65.7,689.3,367.3,322.0,12,M,52.25,104.5,256.5,47.5,14.25,475,36.57,73.15,179.55,33.25,9.97,332.49,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636M,40,D,HI636MSF0400,XYBFE,570.3,145.3,425.0,800.2,443.3,356.9,57,LOT,108.79,217.58,534.06,98.9,29.67,989,76.15,152.31,373.84,69.23,20.77,692.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,30,D,HI635NSF0300,LSGVIJ,408.7,356.8,51.9,449.5,262.1,187.4,12,LOT,97.35,194.7,477.9,88.5,26.55,885,68.14,136.29,334.53,61.95,18.59,619.5,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,30,D,HI635NSF0300,MAOVVQ,483.4,170.5,312.9,628.4,370.0,258.4,93,LOT,80.3,160.6,394.2,73.0,21.9,730,56.21,112.42,275.94,51.1,15.33,511.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,30,D,HI635NSF0300,NSTYZEZ,338.0,256.5,81.5,454.0,159.1,294.9,8,M,68.97,137.94,338.58,62.7,18.81,627,48.28,96.56,237.01,43.89,13.17,438.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,30,D,HI635NSF0300,XYBFE,801.2,432.4,368.8,369.7,251.3,118.4,6,TON,93.72,187.44,460.08,85.2,25.56,852,65.6,131.21,322.06,59.64,17.89,596.4,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,30,D,HI635NSF0300,BHKKNIT,383.9,227.7,156.2,357.6,60.7,296.9,56,M,73.81,147.62,362.34,67.1,20.13,671,51.67,103.33,253.64,46.97,14.09,469.7,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,40,D,HI635NSF0400,BHKKNIT,334.6,108.1,226.5,375.4,286.5,88.9,12,EA,24.09,48.18,118.26,21.9,6.57,219,16.86,33.73,82.78,15.33,4.6,153.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,40,D,HI635NSF0400,LSGVIJ,671.6,414.4,257.2,764.9,370.3,394.6,33,LOT,71.17,142.34,349.38,64.7,19.41,647,49.82,99.64,244.57,45.29,13.59,452.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,40,D,HI635NSF0400,XYBFE,729.8,321.0,408.8,611.2,293.9,317.3,42,M,92.84,185.68,455.76,84.4,25.32,844,64.99,129.98,319.03,59.08,17.72,590.8,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I635N,40,D,HI635NSF0400,NSTYZEZ,457.9,377.4,80.5,473.5,192.8,280.7,65,M,24.2,48.4,118.8,22.0,6.6,220,16.94,33.88,83.16,15.4,4.62,154.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,30,D,HI630ASF0300,MAOVVQ,717.9,327.3,390.6,407.0,53.3,353.7,19,LOT,28.49,56.98,139.86,25.9,7.77,259,19.94,39.89,97.9,18.13,5.44,181.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,30,D,HI630ASF0300,NSTYZEZ,344.4,155.9,188.5,685.2,437.1,248.1,2,TON,26.07,52.14,127.98,23.7,7.11,237,18.25,36.5,89.59,16.59,4.98,165.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,30,D,HI630ASF0300,BHKKNIT,559.2,390.6,168.6,759.6,380.5,379.1,62,EA,69.19,138.38,339.66,62.9,18.87,629,48.43,96.87,237.76,44.03,13.21,440.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,30,D,HI630ASF0300,LSGVIJ,443.7,337.3,106.4,429.2,75.7,353.5,61,TON,42.68,85.36,209.52,38.8,11.64,388,29.88,59.75,146.66,27.16,8.15,271.6,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,40,D,HI630ASF0400,LSGVIJ,171.8,52.0,119.8,381.5,149.2,232.3,62,TON,22.66,45.32,111.24,20.6,6.18,206,15.86,31.72,77.87,14.42,4.33,144.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,40,D,HI630ASF0400,BHKKNIT,767.6,322.9,444.7,484.0,401.8,82.2,11,LOT,59.4,118.8,291.6,54.0,16.2,540,41.58,83.16,204.12,37.8,11.34,378.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,40,D,HI630ASF0400,NSTYZEZ,307.7,123.3,184.4,227.6,69.0,158.6,19,M,101.09,202.18,496.26,91.9,27.57,919,70.76,141.53,347.38,64.33,19.3,643.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,40,D,HI630ASF0400,MAOVVQ,615.2,219.5,395.7,683.5,385.6,297.9,67,LOT,67.65,135.3,332.1,61.5,18.45,615,47.36,94.71,232.47,43.05,12.91,430.5,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I630A,40,D,HI630ASF0400,XYBFE,552.6,285.9,266.7,472.7,234.4,238.3,36,TON,44.0,88.0,216.0,40.0,12.0,400,30.8,61.6,151.2,28.0,8.4,280.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,30,D,HI636PSF0300,BHKKNIT,257.3,161.1,96.2,742.2,294.2,448.0,75,M,92.29,184.58,453.06,83.9,25.17,839,64.6,129.21,317.14,58.73,17.62,587.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,30,D,HI636PSF0300,MAOVVQ,622.6,216.4,406.2,232.6,51.3,181.3,56,M,78.76,157.52,386.64,71.6,21.48,716,55.13,110.26,270.65,50.12,15.04,501.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,30,D,HI636PSF0300,NSTYZEZ,511.3,328.2,183.1,891.5,446.4,445.1,27,TON,76.45,152.9,375.3,69.5,20.85,695,53.52,107.03,262.71,48.65,14.6,486.51,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,30,D,HI636PSF0300,XYBFE,350.5,200.8,149.7,385.5,291.1,94.4,36,TON,105.6,211.2,518.4,96.0,28.8,960,73.92,147.84,362.88,67.2,20.16,672.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,30,D,HI636PSF0300,LSGVIJ,606.5,365.1,241.4,484.5,147.0,337.5,45,LOT,86.35,172.7,423.9,78.5,23.55,785,60.44,120.89,296.73,54.95,16.48,549.49,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,40,D,HI636PSF0400,XYBFE,207.3,104.4,102.9,815.7,418.6,397.1,60,EA,17.93,35.86,88.02,16.3,4.89,163,12.55,25.1,61.61,11.41,3.42,114.09,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,40,D,HI636PSF0400,BHKKNIT,497.0,312.9,184.1,213.0,150.9,62.1,30,EA,46.53,93.06,228.42,42.3,12.69,423,32.57,65.14,159.89,29.61,8.88,296.09,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,40,D,HI636PSF0400,NSTYZEZ,304.0,201.5,102.5,406.5,102.2,304.3,31,M,44.66,89.32,219.24,40.6,12.18,406,31.26,62.52,153.47,28.42,8.53,284.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I636P,40,D,HI636PSF0400,MAOVVQ,455.9,71.1,384.8,554.6,434.1,120.5,92,LOT,84.26,168.52,413.64,76.6,22.98,766,58.98,117.96,289.55,53.62,16.09,536.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,30,D,HI634MSF0300,LSGVIJ,396.3,163.7,232.6,617.0,399.7,217.3,9,EA,108.02,216.04,530.28,98.2,29.46,982,75.61,151.23,371.2,68.74,20.62,687.4,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,30,D,HI634MSF0300,MAOVVQ,182.6,102.0,80.6,323.1,267.4,55.7,24,LOT,72.27,144.54,354.78,65.7,19.71,657,50.59,101.18,248.35,45.99,13.8,459.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,30,D,HI634MSF0300,BHKKNIT,635.0,265.8,369.2,629.0,412.5,216.5,90,TON,46.86,93.72,230.04,42.6,12.78,426,32.8,65.6,161.03,29.82,8.95,298.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,30,D,HI634MSF0300,XYBFE,583.4,188.7,394.7,393.0,182.5,210.5,46,LOT,37.07,74.14,181.98,33.7,10.11,337,25.95,51.9,127.39,23.59,7.08,235.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,40,D,HI634MSF0400,BHKKNIT,571.8,301.4,270.4,444.3,258.9,185.4,22,LOT,19.47,38.94,95.58,17.7,5.31,177,13.63,27.26,66.91,12.39,3.72,123.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,40,D,HI634MSF0400,XYBFE,289.7,223.1,66.6,803.8,420.1,383.7,35,LOT,80.08,160.16,393.12,72.8,21.84,728,56.06,112.11,275.18,50.96,15.29,509.6,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,40,D,HI634MSF0400,LSGVIJ,621.6,285.7,335.9,434.5,260.4,174.1,65,M,71.39,142.78,350.46,64.9,19.47,649,49.97,99.95,245.32,45.43,13.63,454.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,40,D,HI634MSF0400,MAOVVQ,833.7,447.4,386.3,675.7,446.1,229.6,43,M,14.96,29.92,73.44,13.6,4.08,136,10.47,20.94,51.41,9.52,2.86,95.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634M,40,D,HI634MSF0400,NSTYZEZ,149.5,67.8,81.7,457.9,138.1,319.8,79,LOT,102.74,205.48,504.36,93.4,28.02,934,71.92,143.84,353.05,65.38,19.61,653.8,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,30,D,HI634WSF0300,NSTYZEZ,550.4,417.2,133.2,425.7,223.0,202.7,38,M,60.06,120.12,294.84,54.6,16.38,546,42.04,84.08,206.39,38.22,11.47,382.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,30,D,HI634WSF0300,LSGVIJ,786.9,365.1,421.8,617.7,349.6,268.1,55,TON,26.29,52.58,129.06,23.9,7.17,239,18.4,36.81,90.34,16.73,5.02,167.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,30,D,HI634WSF0300,BHKKNIT,232.1,124.5,107.6,436.6,235.1,201.5,93,M,14.19,28.38,69.66,12.9,3.87,129,9.93,19.87,48.76,9.03,2.71,90.3,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,30,D,HI634WSF0300,XYBFE,362.1,109.8,252.3,644.6,415.1,229.5,35,LOT,36.41,72.82,178.74,33.1,9.93,331,25.49,50.97,125.12,23.17,6.95,231.7,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,40,D,HI634WSF0400,XYBFE,536.0,379.6,156.4,678.6,303.3,375.3,97,TON,95.92,191.84,470.88,87.2,26.16,872,67.14,134.29,329.62,61.04,18.31,610.4,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,40,D,HI634WSF0400,MAOVVQ,428.9,242.1,186.8,347.3,220.1,127.2,17,LOT,84.15,168.3,413.1,76.5,22.95,765,58.91,117.81,289.17,53.55,16.06,535.5,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,40,D,HI634WSF0400,LSGVIJ,585.4,249.9,335.5,216.5,64.6,151.9,44,TON,34.98,69.96,171.72,31.8,9.54,318,24.49,48.97,120.2,22.26,6.68,222.6,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I634W,40,D,HI634WSF0400,BHKKNIT,570.2,332.3,237.9,174.7,74.4,100.3,29,M,63.03,126.06,309.42,57.3,17.19,573,44.12,88.24,216.59,40.11,12.03,401.09,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I639C,30,D,HI639CSF0300,LSGVIJ,290.2,174.9,115.3,507.1,151.8,355.3,43,TON,28.16,56.32,138.24,25.6,7.68,256,19.71,39.42,96.77,17.92,5.38,179.2,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I639C,30,D,HI639CSF0300,BHKKNIT,598.4,185.1,413.3,599.1,258.5,340.6,88,M,89.87,179.74,441.18,81.7,24.51,817,62.91,125.82,308.83,57.19,17.16,571.91,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I639C,30,D,HI639CSF0300,NSTYZEZ,810.7,442.4,368.3,850.1,406.9,443.2,5,TON,84.04,168.08,412.56,76.4,22.92,764,58.83,117.66,288.79,53.48,16.04,534.8,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I639C,30,D,HI639CSF0300,XYBFE,307.9,91.7,216.2,703.4,438.4,265.0,47,LOT,18.7,37.4,91.8,17.0,5.1,170,13.09,26.18,64.26,11.9,3.57,119.0,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I639C,40,D,HI639CSF0400,BHKKNIT,647.7,261.1,386.6,631.9,444.6,187.3,2,TON,79.53,159.06,390.42,72.3,21.69,723,55.67,111.34,273.29,50.61,15.18,506.09,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I639C,40,D,HI639CSF0400,MAOVVQ,597.0,435.6,161.4,727.6,318.5,409.1,86,LOT,95.04,190.08,466.56,86.4,25.92,864,66.53,133.06,326.59,60.48,18.14,604.8,SN7912_I63TN_dummy.xlsx
SN7912,I63TN,I639C,40,D,HI639CSF0400,LSGVIJ,391.1,249.8,141.3,246.3,125.0,121.3,10,M,106.48,212.96,522.72,96.8,29.04,968,74.54,149.07,365.9,67.76,20.33,677.6,SN7912_I63TN_dummy.xlsx
